Artemis Urban Cycle
Update 17/11/2000

DieselNet.com, 2018.02
https://dieselnet.com/standards/cycles/artemis.php

Time	Speed
436	0.5
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0.7
445	3.6
446	5.8
447	8.7
448	15.9
449	21
450	26.7
451	32.5
452	34.7
453	36.9
454	39
455	41.2
456	43.4
457	45.5
458	47
459	48.4
460	48.4
461	48.4
462	47.7
463	47.7
464	47
465	47.7
466	48.4
467	49.2
468	49.2
469	49.2
470	49.2
471	44.1
472	36.1
473	34
474	31.1
475	30.4
476	31.8
477	32.5
478	33.3
479	31.8
480	31.1
481	28.9
482	18.1
483	15.9
484	18.1
485	23.1
486	27.5
487	33.3
488	36.9
489	41.2
490	44.1
491	46.3
492	46.3
493	46.3
494	44.1
495	41.2
496	35.4
497	26.7
498	15.9
499	6.5
500	3.6
501	0.7
502	0
503	0
504	0
505	0
506	0
507	0	----> Sub-Cycle: Urban 3
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	2
532	8.5
533	13.4
534	14.9
535	20.4
536	27.3
537	33.8
538	39.8
539	44.7
540	45.2
541	46.2
542	42.3
543	38.8
544	39.3
545	43.3
546	46.2
547	46.2
548	43.3
549	38.3
550	29.3
551	25.9
552	26.4
553	31.3
554	36.8
555	41.3
556	42.8
557	41.8
558	38.8
559	33.3
560	25.4
561	18.4
562	14.4
563	6.5
564	0.5
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	5.3
579	9.2
580	11
581	12.7
582	11.8
583	8.8
584	7.5
585	7.9
586	8.3
587	9.2
588	10.5
589	9.6
590	8.8
591	8.8
592	6.6
593	2.6
594	0.4
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	3.1
622	7.9
623	13.2
624	13.2
625	7.5
626	3.5
627	1.3
628	0
629	0
630	0
631	0
632	1.8
633	9.6
634	17.1
635	21.5
636	24.1
637	25.4
638	22.8
639	18.4
640	12.3
641	6.6
642	1.3
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	0
679	0
680	0
681	0
682	0
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	0
693	0
694	0
695	0
696	0
697	0
698	0
699	0
700	0
701	0
702	0
703	0
704	0
705	0.4
706	4.4
707	9.6
708	16.7
709	18.4
710	20.2
711	23.2
712	26.7
713	30.7
714	31.6
715	32
716	34.2
717	36
718	38.1
719	39.9
720	41.7
721	42.1
722	40.8
723	39
724	34.2
725	27.6
726	20.6
727	16.7
728	14.5
729	14
730	14
731	14.5
732	13.2
733	11
734	9.2
735	7.5
736	3.5
737	1.3
738	0
739	0
740	0
741	0
742	0
743	0
744	0
745	0
746	0
747	0
748	0
749	0
750	0	----> Sub-Cycle: Urban 4
751	0
752	0
753	0
754	0
755	0
756	3.8
757	3.1
758	3.1
759	4.6
760	6.1
761	4.6
762	0.8
763	3.8
764	11.5
765	15.3
766	10.7
767	6.9
768	6.1
769	8.4
770	13
771	17.6
772	22.2
773	25.3
774	28.3
775	31.4
776	32.2
777	32.2
778	29.9
779	24.5
780	19.1
781	14.6
782	7.7
783	1.5
784	2.3
785	6.1
786	10
787	10
788	11.5
789	13.8
790	19.9
791	23
792	26.8
793	32.9
794	36.8
795	38.3
796	38.3
797	39.8
798	38.3
799	34.5
800	30.6
801	24.5
802	19.9
803	19.9
804	22.2
805	25.3
806	29.9
807	32.9
808	33.7
809	32.9
810	29.9
811	29.1
812	27.6
813	26
814	24.5
815	24.5
816	22.2
817	18.4
818	16.9
819	15.3
820	14.6
821	11.5
822	6.9
823	0.8
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	4.6
832	10.7
833	13
834	14.6
835	16.1
836	16.1
837	14.6
838	12.3
839	7.7
840	5.4
841	6.1
842	6.9
843	3.8
844	3.8
845	4.6
846	4.6
847	1.5
848	0
849	1.5
850	2.3
851	3.1
852	2.3
853	1.5
854	0
855	0
856	0.8
857	2.3
858	3.1
859	3.8
860	4.6
861	3.1
862	0
863	0.8
864	3.1
865	4.6
866	4.6
867	3.8
868	3.1
869	0.8
870	0
871	3.1
872	2.3
873	0
874	0
875	0
876	0
877	0
878	0	----> Sub-Cycle: Urban 5
879	0
880	0
881	0.7
882	6.4
883	12.1
884	16.3
885	18.5
886	20.6
887	22
888	22.7
889	24.9
890	26.3
891	27.7
892	28.4
893	31.2
894	32.7
895	34.8
896	35.5
897	35.5
898	34.8
899	33.4
900	32
901	30.5
902	28.4
903	27.7
904	27
905	25.6
906	24.1
907	19.9
908	12.8
909	5.7
910	7.8
911	12.8
912	17.8
913	19.9
914	18.5
915	17
916	16.3
917	17.8
918	19.2
919	19.9
920	21.3
921	18.5
922	17.8
923	16.3
924	18.5
925	19.2
926	17.8
927	12.8
928	5.7
929	0
930	0
931	3.6
932	10.7
933	19.2
934	26.3
935	31.2
936	35.5
937	39.1
938	41.9
939	42.6
940	44
941	42.6
942	41.2
943	39.1
944	36.9
945	31.2
946	27
947	18.5
948	11.4
949	11.4
950	15.6
951	22
952	24.9
953	27
954	29.1
955	30.5
956	32
957	32
958	31.2
959	32.7
960	32
961	32
962	31.2
963	29.8
964	28.4
965	23.4
966	21.3
967	20.6
968	22.7
969	22
970	22
971	23.4
972	26.3
973	28.4
974	29.8
975	29.8
976	30.5
977	29.1
978	29.1
979	27.7
980	26.3
981	24.9
982	22.7
983	21.3
984	17
985	11.4
986	5.7
987	0.7
988	0
989	0
990	0
991	0
992	0
993	0	----> End of the Cycle
