Vel,Acc,5_sec_Vel_mean,5_sec_Acc_mean,10_sec_Vel_mean,10_sec_Acc_mean,30_sec_Vel_mean,30_sec_Acc_mean,60_sec_Vel_mean,60_sec_Acc_mean,30_sec_Acc_min,30_sec_Acc_max,60_sec_Acc_min,60_sec_Acc_max,60_sec_Vel_iddle_count,actual_phase,predictive_phase
34.47222222,0.222222222,27.81438,0.0467,27.81438,0.0467,27.81438,0.0467,27.81438,0.0467,-3.36111,1.8611099999999998,-3.36111,1.8611099999999998,0.0,artemis_motor130_Motorway 3,artemis_motor130_Motorway 3
0.0,0.0,3.4332300000000004,0.0,3.4332300000000004,0.0,3.4332300000000004,0.0,3.4332300000000004,0.0,-2.63754,2.68224,-2.63754,2.68224,10.0,nycc_Phase 1,nycc_Phase 1
18.38888889,0.13888888900000002,12.360560000000001,0.05279,12.360560000000001,0.05279,12.360560000000001,0.05279,12.360560000000001,0.05279,-4.08333,2.36111,-4.08333,2.36111,0.0,artemis_road_Road 2,artemis_road_Road 2
19.63888889,-0.13888888900000002,13.72151,0.04556,13.72151,0.04556,13.72151,0.04556,13.72151,0.04556,-4.08333,2.36111,-4.08333,2.36111,0.0,artemis_road_Road 2,artemis_road_Road 2
8.277777777999999,0.194444444,4.92444,0.00869,4.92444,0.00869,4.92444,0.00869,4.92444,0.00869,-3.13889,2.86111,-3.13889,2.86111,2.0,artemis_urban_Urban 5,artemis_urban_Urban 5
30.38888889,0.305555556,11.22927,0.01898,11.22927,0.01898,11.22927,0.01898,11.22927,0.01898,-1.5,1.66667,-1.5,1.66667,0.0,wltp_class3b_Extra-high 3,wltp_class3b_Extra-high 3
30.1752,0.357632,21.22919,0.10455999999999999,21.22919,0.10455999999999999,21.22919,0.10455999999999999,21.22919,0.10455999999999999,-2.5928299999999997,3.7551400000000004,-2.5928299999999997,3.7551400000000004,0.0,ftp_us06_Phase 1,ftp_us06_Phase 1
23.201376,0.044704,21.77136,0.0335,21.77136,0.0335,21.77136,0.0335,21.77136,0.0335,-1.2070100000000001,1.4305299999999999,-1.2070100000000001,1.4305299999999999,0.0,hwfet_Phase 1,hwfet_Phase 1
31.72222222,-0.194444444,28.36777,0.03878,28.36777,0.03878,28.36777,0.03878,28.36777,0.03878,-3.36111,1.8611099999999998,-3.36111,1.8611099999999998,0.0,artemis_motor130_Motorway 4,artemis_motor130_Motorway 4
18.194528,-0.31292800000000004,18.56532,0.08356,18.56532,0.08356,18.56532,0.08356,18.56532,0.08356,-1.2070100000000001,1.4305299999999999,-1.2070100000000001,1.4305299999999999,0.0,hwfet_Phase 1,hwfet_Phase 1
1.1176,-0.804672,9.11245,0.00025,9.11245,0.00025,9.11245,0.00025,9.11245,0.00025,-1.4752299999999998,1.4752299999999998,-1.4752299999999998,1.4752299999999998,10.0,ftp72_Phase 2,ftp72_Phase 2
0.0,0.0,8.39811,-0.0,8.39811,-0.0,8.39811,-0.0,8.39811,-0.0,-1.4752299999999998,1.34112,-1.4752299999999998,1.34112,5.0,ftp72_Phase 1,ftp72_Phase 1
4.277777778,-0.4166666670000001,4.751119999999999,0.02219,4.751119999999999,0.02219,4.751119999999999,0.02219,4.751119999999999,0.02219,-1.77778,1.97222,-1.77778,1.97222,12.0,artemis_urban_Urban 1,artemis_urban_Urban 1
15.61111111,-0.361111111,5.864809999999999,0.06545,5.864809999999999,0.06545,5.864809999999999,0.06545,5.864809999999999,0.06545,-1.47222,1.55556,-1.47222,1.55556,0.0,wltp_class3b_Low 3,wltp_class3b_Low 3
4.805555556,-1.111111111,4.54821,0.02384,4.54821,0.02384,4.54821,0.02384,4.54821,0.02384,-1.47222,1.55556,-1.47222,1.55556,39.0,wltp_class3b_Low 3,wltp_class3b_Low 3
23.02256,0.31292800000000004,15.281270000000001,0.15661,15.281270000000001,0.15661,15.281270000000001,0.15661,15.281270000000001,0.15661,-2.5928299999999997,3.7551400000000004,-2.5928299999999997,3.7551400000000004,8.0,ftp_us06_Phase 1,ftp_us06_Phase 1
12.44444444,-0.4166666670000001,6.86557,0.039439999999999996,6.86557,0.039439999999999996,6.86557,0.039439999999999996,6.86557,0.039439999999999996,-1.5,1.55556,-1.5,1.55556,0.0,wltp_class3b_Low 3,wltp_class3b_Low 3
15.69444444,-1.0555555559999998,27.31392,0.0249,27.31392,0.0249,27.31392,0.0249,27.31392,0.0249,-3.36111,1.8611099999999998,-3.36111,1.8611099999999998,0.0,artemis_motor130_Motorway 2,artemis_motor130_Motorway 2
0.0,0.0,5.23562,0.0,5.23562,0.0,5.23562,0.0,5.23562,0.0,-3.13889,2.86111,-3.13889,2.86111,42.0,artemis_urban_Urban 3,artemis_urban_Urban 3
2.444444444,-0.444444444,7.989510000000001,0.0020399999999999997,7.989510000000001,0.0020399999999999997,7.989510000000001,0.0020399999999999997,7.989510000000001,0.0020399999999999997,-1.5,1.61111,-1.5,1.61111,0.0,wltp_class3b_Medium 3-2,wltp_class3b_Medium 3-2
5.75,0.027777778,6.94331,0.015790000000000002,6.94331,0.015790000000000002,6.94331,0.015790000000000002,6.94331,0.015790000000000002,-1.5,1.55556,-1.5,1.55556,0.0,wltp_class3b_Low 3,wltp_class3b_Low 3
29.14722222,0.852777778,11.23167,0.04144,11.23167,0.04144,11.23167,0.04144,11.23167,0.04144,-2.7111099999999997,2.87778,-2.7111099999999997,2.87778,0.0,rts95_Phase 1,rts95_Phase 1
6.437376,-0.089408,3.2806800000000003,0.03507,3.2806800000000003,0.03507,3.2806800000000003,0.03507,3.2806800000000003,0.03507,-2.05638,2.50342,-2.05638,2.50342,3.0,nycc_Phase 1,nycc_Phase 1
18.08333333,-0.222222222,9.484160000000001,0.08346,9.484160000000001,0.08346,9.484160000000001,0.08346,9.484160000000001,0.08346,-4.08333,2.36111,-4.08333,2.36111,7.0,artemis_road_Road 1,artemis_road_Road 1
7.694444444,-0.388888889,4.93735,0.00746,4.93735,0.00746,4.93735,0.00746,4.93735,0.00746,-3.13889,2.86111,-3.13889,2.86111,2.0,artemis_urban_Urban 5,artemis_urban_Urban 5
26.97222222,0.8611111109999999,27.00233,0.0457,27.00233,0.0457,27.00233,0.0457,27.00233,0.0457,-3.36111,1.8611099999999998,-3.36111,1.8611099999999998,0.0,artemis_motor130_Motorway 2,artemis_motor130_Motorway 3
15.52777778,0.111111111,5.6165199999999995,0.02417,5.6165199999999995,0.02417,5.6165199999999995,0.02417,5.6165199999999995,0.02417,-1.5,1.61111,-1.5,1.61111,14.0,wltp_class3b_Medium 3-2,wltp_class3b_Medium 3-2
23.97222222,-0.5555555560000001,15.658970000000002,0.02605,15.658970000000002,0.02605,15.658970000000002,0.02605,15.658970000000002,0.02605,-4.08333,2.36111,-4.08333,2.36111,0.0,artemis_road_Road 5,artemis_road_Road 5
9.790176,-0.089408,9.14425,0.00793,9.14425,0.00793,9.14425,0.00793,9.14425,0.00793,-1.4752299999999998,1.4752299999999998,-1.4752299999999998,1.4752299999999998,15.0,ftp72_Phase 2,ftp72_Phase 2
9.745472,0.089408,9.14316,0.00805,9.14316,0.00805,9.14316,0.00805,9.14316,0.00805,-1.4752299999999998,1.4752299999999998,-1.4752299999999998,1.4752299999999998,17.0,ftp72_Phase 2,ftp72_Phase 2
0.0,0.0,3.30989,0.0,3.30989,0.0,3.30989,0.0,3.30989,0.0,-2.63754,2.68224,-2.63754,2.68224,11.0,nycc_Phase 1,nycc_Phase 1
0.0,0.0,3.373,0.0,3.373,0.0,3.373,0.0,3.373,0.0,-2.63754,2.68224,-2.63754,2.68224,11.0,nycc_Phase 1,nycc_Phase 1
7.816666667000001,0.202777778,9.898010000000001,0.012209999999999999,9.898010000000001,0.012209999999999999,9.898010000000001,0.012209999999999999,9.898010000000001,0.012209999999999999,-2.7111099999999997,2.87778,-2.7111099999999997,2.87778,0.0,rts95_Phase 1,rts95_Phase 1
2.25,-1.222222222,5.06883,0.00646,5.06883,0.00646,5.06883,0.00646,5.06883,0.00646,-1.77778,1.97222,-1.77778,1.97222,10.0,artemis_urban_Urban 1,artemis_urban_Urban 1
16.33333333,0.083333333,7.840510000000001,0.015030000000000002,7.840510000000001,0.015030000000000002,7.840510000000001,0.015030000000000002,7.840510000000001,0.015030000000000002,-1.5,1.66667,-1.5,1.66667,0.0,wltp_class3b_High 3-2,wltp_class3b_High 3-2
0.0,0.0,6.72892,-0.0,6.72892,-0.0,6.72892,-0.0,6.72892,-0.0,-1.4752299999999998,1.34112,-1.4752299999999998,1.34112,37.0,ftp72_Phase 1,ftp72_Phase 1
16.048735999999998,-1.475232,21.932029999999997,0.01948,21.932029999999997,0.01948,21.932029999999997,0.01948,21.932029999999997,0.01948,-1.4752299999999998,1.4305299999999999,-1.4752299999999998,1.4305299999999999,0.0,hwfet_Phase 1,hwfet_Phase 1
14.75,0.333333333,5.556030000000001,0.023459999999999998,5.556030000000001,0.023459999999999998,5.556030000000001,0.023459999999999998,5.556030000000001,0.023459999999999998,-1.5,1.61111,-1.5,1.61111,18.0,wltp_class3b_Medium 3-2,wltp_class3b_Medium 3-2
6.305555556,0.666666667,4.55129,0.020569999999999998,4.55129,0.020569999999999998,4.55129,0.020569999999999998,4.55129,0.020569999999999998,-2.30556,2.86111,-2.30556,2.86111,9.0,artemis_urban_Urban 2,artemis_urban_Urban 2
12.41666667,-1.5555555559999998,14.209220000000002,0.019780000000000002,14.209220000000002,0.019780000000000002,14.209220000000002,0.019780000000000002,14.209220000000002,0.019780000000000002,-4.08333,2.36111,-4.08333,2.36111,0.0,artemis_road_Road 3,artemis_road_Road 3
19.490944,-0.13411199999999998,18.45424,0.10242000000000001,18.45424,0.10242000000000001,18.45424,0.10242000000000001,18.45424,0.10242000000000001,-1.2070100000000001,1.4305299999999999,-1.2070100000000001,1.4305299999999999,0.0,hwfet_Phase 1,hwfet_Phase 1
13.008864,-0.044704,9.8646,0.014730000000000002,9.8646,0.014730000000000002,9.8646,0.014730000000000002,9.8646,0.014730000000000002,-1.4752299999999998,1.4752299999999998,-1.4752299999999998,1.4752299999999998,0.0,ftp72_Phase 2,ftp72_Phase 2
3.194444444,0.388888889,10.11208,0.0024100000000000002,10.11208,0.0024100000000000002,10.11208,0.0024100000000000002,10.11208,0.0024100000000000002,-1.5,1.66667,-1.5,1.66667,27.0,wltp_class3b_Extra-high 3,wltp_class3b_Extra-high 3
17.66666667,0.75,13.6647,0.02609,13.6647,0.02609,13.6647,0.02609,13.6647,0.02609,-4.08333,2.36111,-4.08333,2.36111,0.0,artemis_road_Road 4,artemis_road_Road 2
6.3611111110000005,1.027777778,6.447,0.02611,6.447,0.02611,6.447,0.02611,6.447,0.02611,-1.5,1.55556,-1.5,1.55556,0.0,wltp_class3b_Low 3,wltp_class3b_Low 3
0.31292800000000004,-0.31292800000000004,3.3686800000000003,0.0,3.3686800000000003,0.0,3.3686800000000003,0.0,3.3686800000000003,0.0,-2.63754,2.68224,-2.63754,2.68224,1.0,nycc_Phase 1,nycc_Phase 1
7.912608,0.581152,11.18252,0.0163,11.18252,0.0163,11.18252,0.0163,11.18252,0.0163,-1.4752299999999998,1.4752299999999998,-1.4752299999999998,1.4752299999999998,6.0,ftp72_Phase 2,ftp72_Phase 2
21.055584,-0.044704,15.35697,0.26937,15.35697,0.26937,15.35697,0.26937,15.35697,0.26937,-0.22351999999999997,1.4305299999999999,-0.22351999999999997,1.4305299999999999,0.0,hwfet_Phase 1,hwfet_Phase 1
14.36111111,-0.222222222,7.989660000000001,0.014580000000000001,7.989660000000001,0.014580000000000001,7.989660000000001,0.014580000000000001,7.989660000000001,0.014580000000000001,-1.5,1.61111,-1.5,1.61111,0.0,wltp_class3b_Medium 3-2,wltp_class3b_Medium 3-2
13.91666667,-0.805555556,5.73414,0.02002,5.73414,0.02002,5.73414,0.02002,5.73414,0.02002,-1.5,1.61111,-1.5,1.61111,6.0,wltp_class3b_Medium 3-2,wltp_class3b_Medium 3-2
4.816666667,-0.991666667,6.72765,0.019819999999999997,6.72765,0.019819999999999997,6.72765,0.019819999999999997,6.72765,0.019819999999999997,-2.54167,2.50278,-2.54167,2.50278,0.0,rts95_Phase 1,rts95_Phase 1
7.733792,-0.089408,4.041869999999999,0.02574,4.041869999999999,0.02574,4.041869999999999,0.02574,4.041869999999999,0.02574,-2.63754,2.68224,-2.63754,2.68224,16.0,nycc_Phase 1,nycc_Phase 1
21.75,-0.194444444,14.63522,0.02661,14.63522,0.02661,14.63522,0.02661,14.63522,0.02661,-4.08333,2.36111,-4.08333,2.36111,0.0,artemis_road_Road 4,artemis_road_Road 4
14.25,0.222222222,10.1051,0.009640000000000001,10.1051,0.009640000000000001,10.1051,0.009640000000000001,10.1051,0.009640000000000001,-1.5,1.66667,-1.5,1.66667,27.0,wltp_class3b_Extra-high 3,wltp_class3b_Extra-high 3
9.583333332999999,-0.27777777800000003,5.64187,0.02374,5.64187,0.02374,5.64187,0.02374,5.64187,0.02374,-3.13889,2.86111,-3.13889,2.86111,0.0,artemis_urban_Urban 2,artemis_urban_Urban 2
21.45792,-0.044704,18.2677,0.12746,18.2677,0.12746,18.2677,0.12746,18.2677,0.12746,-1.2070100000000001,1.4305299999999999,-1.2070100000000001,1.4305299999999999,0.0,hwfet_Phase 1,hwfet_Phase 1
0.0,0.0,6.28986,0.0,6.28986,0.0,6.28986,0.0,6.28986,0.0,-1.5,1.55556,-1.5,1.55556,15.0,wltp_class3b_Low 3,wltp_class3b_Low 3
31.024576,0.0,23.65186,0.08251,23.65186,0.08251,23.65186,0.08251,23.65186,0.08251,-2.5928299999999997,3.7551400000000004,-2.5928299999999997,3.7551400000000004,0.0,ftp_us06_Phase 1,ftp_us06_Phase 1
31.05555556,0.311111111,13.765989999999999,0.03835,13.765989999999999,0.03835,13.765989999999999,0.03835,13.765989999999999,0.03835,-2.7111099999999997,2.87778,-2.7111099999999997,2.87778,0.0,rts95_Phase 1,rts95_Phase 1
25.928320000000006,0.0,20.18446,0.06371,20.18446,0.06371,20.18446,0.06371,20.18446,0.06371,-1.2070100000000001,1.4305299999999999,-1.2070100000000001,1.4305299999999999,0.0,hwfet_Phase 1,hwfet_Phase 1
30.94444444,-0.25,11.0313,0.019180000000000003,11.0313,0.019180000000000003,11.0313,0.019180000000000003,11.0313,0.019180000000000003,-1.5,1.66667,-1.5,1.66667,0.0,wltp_class3b_Extra-high 3,wltp_class3b_Extra-high 3
28.297632,-0.357632,20.02649,0.11220999999999999,20.02649,0.11220999999999999,20.02649,0.11220999999999999,20.02649,0.11220999999999999,-2.5928299999999997,3.7551400000000004,-2.5928299999999997,3.7551400000000004,0.0,ftp_us06_Phase 1,ftp_us06_Phase 1
0.0,0.0,3.60382,0.0,3.60382,0.0,3.60382,0.0,3.60382,0.0,-2.63754,2.68224,-2.63754,2.68224,35.0,nycc_Phase 1,nycc_Phase 1
0.0,0.0,6.03608,0.0,6.03608,0.0,6.03608,0.0,6.03608,0.0,-3.13889,2.86111,-3.13889,2.86111,26.0,artemis_urban_Urban 3,artemis_urban_Urban 3
11.041888,0.044704,5.9138,0.16798,5.9138,0.16798,5.9138,0.16798,5.9138,0.16798,-1.25171,1.34112,-1.25171,1.34112,14.0,ftp72_Phase 1,ftp72_Phase 1
5.027777778,-0.611111111,6.24112,0.00916,6.24112,0.00916,6.24112,0.00916,6.24112,0.00916,-3.13889,2.86111,-3.13889,2.86111,7.0,artemis_urban_Urban 2,artemis_urban_Urban 2
9.61136,-0.402336,9.60477,0.00854,9.60477,0.00854,9.60477,0.00854,9.60477,0.00854,-1.4752299999999998,1.4752299999999998,-1.4752299999999998,1.4752299999999998,30.0,ftp72_Phase 2,ftp72_Phase 2
0.0,0.0,10.2232,-0.0,10.2232,-0.0,10.2232,-0.0,10.2232,-0.0,-1.4752299999999998,1.4752299999999998,-1.4752299999999998,1.4752299999999998,19.0,ftp72_Phase 2,ftp72_Phase 2
20.429728,0.13411199999999998,14.43939,0.30691999999999997,14.43939,0.30691999999999997,14.43939,0.30691999999999997,14.43939,0.30691999999999997,-0.22351999999999997,1.4305299999999999,-0.22351999999999997,1.4305299999999999,0.0,hwfet_Phase 1,hwfet_Phase 1
3.416666667,1.1944444440000002,6.61503,0.011609999999999999,6.61503,0.011609999999999999,6.61503,0.011609999999999999,6.61503,0.011609999999999999,-1.5,1.55556,-1.5,1.55556,6.0,wltp_class3b_Low 3,wltp_class3b_Low 3
19.44444444,-0.347222222,7.7764,0.05535,7.7764,0.05535,7.7764,0.05535,7.7764,0.05535,-2.54167,2.77778,-2.54167,2.77778,0.0,rts95_Phase 1,rts95_Phase 1
18.77777778,0.0,14.209179999999998,0.03953,14.209179999999998,0.03953,14.209179999999998,0.03953,14.209179999999998,0.03953,-4.08333,2.36111,-4.08333,2.36111,0.0,artemis_road_Road 2,artemis_road_Road 2
6.526783999999998,0.0,3.2267200000000003,0.03667,3.2267200000000003,0.03667,3.2267200000000003,0.03667,3.2267200000000003,0.03667,-2.05638,2.50342,-2.05638,2.50342,3.0,nycc_Phase 1,nycc_Phase 1
18.77777778,0.0,14.218779999999999,0.03945,14.218779999999999,0.03945,14.218779999999999,0.03945,14.218779999999999,0.03945,-4.08333,2.36111,-4.08333,2.36111,0.0,artemis_road_Road 2,artemis_road_Road 2
15.075,-2.316666667,9.89591,0.01957,9.89591,0.01957,9.89591,0.01957,9.89591,0.01957,-2.7111099999999997,2.87778,-2.7111099999999997,2.87778,0.0,rts95_Phase 1,rts95_Phase 1
24.318976,0.13411199999999998,21.66512,0.038810000000000004,21.66512,0.038810000000000004,21.66512,0.038810000000000004,21.66512,0.038810000000000004,-1.2070100000000001,1.4305299999999999,-1.2070100000000001,1.4305299999999999,0.0,hwfet_Phase 1,hwfet_Phase 1
0.0,0.0,5.90476,0.0,5.90476,0.0,5.90476,0.0,5.90476,0.0,-1.5,1.55556,-1.5,1.55556,45.0,wltp_class3b_Low 3,wltp_class3b_Low 3
29.50464,0.178816,18.58679,0.13935999999999998,18.58679,0.13935999999999998,18.58679,0.13935999999999998,18.58679,0.13935999999999998,-2.5928299999999997,3.7551400000000004,-2.5928299999999997,3.7551400000000004,0.0,ftp_us06_Phase 1,ftp_us06_Phase 1
0.4166666670000001,0.222222222,4.92937,0.00082,4.92937,0.00082,4.92937,0.00082,4.92937,0.00082,-3.13889,2.86111,-3.13889,2.86111,18.0,artemis_urban_Urban 4,artemis_urban_Urban 4
35.77777778,0.194444444,28.49132,0.04308,28.49132,0.04308,28.49132,0.04308,28.49132,0.04308,-3.36111,1.8611099999999998,-3.36111,1.8611099999999998,0.0,artemis_motor130_Motorway 4,artemis_motor130_Motorway 4
25.30555556,-2.083333333,27.370620000000002,0.039760000000000004,27.370620000000002,0.039760000000000004,27.370620000000002,0.039760000000000004,27.370620000000002,0.039760000000000004,-2.41667,1.8611099999999998,-2.41667,1.8611099999999998,0.0,artemis_motor130_Motorway 2,artemis_motor130_Motorway 2
12.83611111,-0.377777778,6.620019999999999,0.04402,6.620019999999999,0.04402,6.620019999999999,0.04402,6.620019999999999,0.04402,-2.54167,2.50278,-2.54167,2.50278,0.0,rts95_Phase 1,rts95_Phase 1
7.37616,0.0,10.62604,0.01252,10.62604,0.01252,10.62604,0.01252,10.62604,0.01252,-1.4752299999999998,1.4752299999999998,-1.4752299999999998,1.4752299999999998,17.0,ftp72_Phase 2,ftp72_Phase 2
17.66666667,-0.361111111,14.304529999999998,0.03561,14.304529999999998,0.03561,14.304529999999998,0.03561,14.304529999999998,0.03561,-4.08333,2.36111,-4.08333,2.36111,0.0,artemis_road_Road 2,artemis_road_Road 2
9.041666667000001,0.4,6.684810000000001,0.051879999999999996,6.684810000000001,0.051879999999999996,6.684810000000001,0.051879999999999996,6.684810000000001,0.051879999999999996,-2.54167,2.50278,-2.54167,2.50278,0.0,rts95_Phase 1,rts95_Phase 1
0.0,0.0,3.7778699999999996,0.0,3.7778699999999996,0.0,3.7778699999999996,0.0,3.7778699999999996,0.0,-2.63754,2.68224,-2.63754,2.68224,18.0,nycc_Phase 1,nycc_Phase 1
17.47222222,0.0,10.24475,0.07499,10.24475,0.07499,10.24475,0.07499,10.24475,0.07499,-4.08333,2.36111,-4.08333,2.36111,0.0,artemis_road_Road 1,artemis_road_Road 1
24.453088,-0.044704,21.2112,0.04872,21.2112,0.04872,21.2112,0.04872,21.2112,0.04872,-1.2070100000000001,1.4305299999999999,-1.2070100000000001,1.4305299999999999,0.0,hwfet_Phase 1,hwfet_Phase 1
6.694444444,0.25,6.92655,0.02025,6.92655,0.02025,6.92655,0.02025,6.92655,0.02025,-1.5,1.55556,-1.5,1.55556,0.0,wltp_class3b_Low 3,wltp_class3b_Low 3
0.0,0.0,5.3396099999999995,-0.0,5.3396099999999995,-0.0,5.3396099999999995,-0.0,5.3396099999999995,-0.0,-1.47222,1.33333,-1.47222,1.33333,16.0,wltp_class3b_Low 3,wltp_class3b_Low 3
5.658333333,1.388888889,6.3228800000000005,0.03356,6.3228800000000005,0.03356,6.3228800000000005,0.03356,6.3228800000000005,0.03356,-2.54167,2.50278,-2.54167,2.50278,0.0,rts95_Phase 1,rts95_Phase 1
19.19444444,-0.8888888890000001,13.00235,0.010329999999999999,13.00235,0.010329999999999999,13.00235,0.010329999999999999,13.00235,0.010329999999999999,-1.5,1.66667,-1.5,1.66667,0.0,wltp_class3b_Extra-high 3,wltp_class3b_Extra-high 3
15.88611111,-0.644444444,9.57346,0.026739999999999996,9.57346,0.026739999999999996,9.57346,0.026739999999999996,9.57346,0.026739999999999996,-2.7111099999999997,2.87778,-2.7111099999999997,2.87778,0.0,rts95_Phase 1,rts95_Phase 1
21.100288,0.13411199999999998,18.776229999999998,0.08632000000000001,18.776229999999998,0.08632000000000001,18.776229999999998,0.08632000000000001,18.776229999999998,0.08632000000000001,-1.2070100000000001,1.4305299999999999,-1.2070100000000001,1.4305299999999999,0.0,hwfet_Phase 1,hwfet_Phase 1
34.58333333,0.0,27.383290000000002,0.049760000000000006,27.383290000000002,0.049760000000000006,27.383290000000002,0.049760000000000006,27.383290000000002,0.049760000000000006,-3.36111,1.8611099999999998,-3.36111,1.8611099999999998,0.0,artemis_motor130_Motorway 3,artemis_motor130_Motorway 3
