Artemis Rural Road Cycle
Update 17/11/2000

DieselNet.com, 2018.02
https://dieselnet.com/standards/cycles/artemis.php

Time	Speed
412	69.7
413	68.2
414	67.7
415	67.2
416	67.2
417	66.7
418	66.7
419	66.2
420	66.7
421	66.7
422	67.7
423	67.7
424	68.7
425	69.2
426	69.7
427	69.7
428	70.7
429	70.2
430	68.7
431	67.2
432	67.2
433	66.7
434	66.6
435	66.2
436	65.9
437	65.6
438	65.7
439	65.8
440	66
441	66.4
442	66.9
443	67
444	67.4
445	67.7
446	67.8
447	67.5
448	67.2
449	66.4
450	65.6
451	65.3
452	65.5
453	65.8
454	66.5
455	66.5
456	66.9
457	67.3
458	67.5
459	68
460	68.3
461	68.2
462	68.4
463	68.2
464	68.2
465	68.1
466	67.6
467	67.4
468	67.2
469	67.2
470	67.4
471	67.7
472	67.7
473	67.7
474	67.7
475	67.6
476	67.6
477	67.6
478	67.6
479	67.6
480	67.3
481	66.6
482	66.1
483	65.6
484	65.3
485	64.6
486	63.6
487	62.3
488	61.1
489	60.2
490	59.9
491	59.4
492	57.9
493	55.5
494	50.9
495	45.8
496	38.9
497	32.2
498	28.2
499	26.9
500	28.8
501	32.3
502	36.1
503	38.8
504	39.3
505	42.3
506	46.5
507	50
508	52.4
509	53.1
510	52.3
511	50.7
512	50.7
513	51.2	----> Sub-Cycle: Road 3
514	51.7
515	50.7
516	50.7
517	51.2
518	51.2
519	51.2
520	51.2
521	51.7
522	51.7
523	51.7
524	52.2
525	52.2
526	52.2
527	51.7
528	52.2
529	52.7
530	51.7
531	51.7
532	51.7
533	51.2
534	50.7
535	51.2
536	51.7
537	50.7
538	49.2
539	47.7
540	46.2
541	45.2
542	45.7
543	46.2
544	45.7
545	46.2
546	46.2
547	46.2
548	46.2
549	44.7
550	39.1
551	33.1
552	30.1
553	29.1
554	30.1
555	33.1
556	35.1
557	37.1
558	39.6
559	41.1
560	43.1
561	45.7
562	46.7
563	47.7
564	47.2
565	47.7
566	47.7
567	47.7
568	47.2
569	45.7
570	45.2
571	43.1
572	43.1
573	41.6
574	40.6
575	40.1
576	38.1
577	36.6
578	35.6
579	34.6
580	34.6
581	34.1
582	33.6
583	32.6
584	30.6
585	25.6
586	19.1
587	13
588	9
589	5.5
590	5.5
591	9
592	13
593	15.6
594	14.5
595	12.5
596	9
597	8
598	8
599	9
600	5
601	2
602	0.5
603	0.5
604	0
605	0
606	0
607	0
608	0
609	1
610	7.9
611	13.8
612	17.2
613	20.2
614	22.7
615	26.1
616	29.1
617	32
618	35.5
619	37.5
620	37.9
621	37.9
622	38.4
623	39.4
624	40.9
625	42.9
626	44.8
627	46.8
628	48.8
629	49.3
630	50.3
631	50.3
632	49.8
633	51.3
634	52.7
635	52.7
636	54.7
637	56.2
638	56.7
639	56.2
640	55.7
641	54.2
642	54.7
643	55.2
644	55.2
645	55.7
646	55.2
647	54.7
648	54.7
649	53.7
650	52.7
651	52.7
652	53.7
653	53.7
654	54.2
655	55.2
656	56.7
657	57.7
658	57.7
659	58.2
660	59.1
661	60.1
662	61.6
663	62.1
664	63.1
665	65
666	65.5
667	65.5
668	67
669	68
670	68.5
671	68.5
672	66.5
673	65
674	63.1
675	61.1
676	60.1
677	58.6
678	57.2
679	56.2
680	56.7
681	57.7
682	57.7
683	58.2
684	59.1
685	59.6
686	59.1
687	59.1
688	57.7
689	56.7
690	56.7
691	56.2
692	55.7
693	54.2
694	54
695	54
696	54	----> Sub-Cycle: Road 4
697	54.1
698	53.7
699	54
700	53.8
701	52.9
702	52
703	53.7
704	56.7
705	59.6
706	63.6
707	66.3
708	67.7
709	70.6
710	73.5
711	76.2
712	79.1
713	81.4
714	84
715	87.1
716	87.9
717	87.3
718	87.1
719	87.6
720	87.5
721	86.9
722	86.7
723	85.5
724	84.3
725	82.9
726	81.3
727	79.6
728	78.2
729	77.2
730	77.4
731	78
732	78.7
733	79.8
734	79.2
735	77.4
736	75.4
737	73.4
738	70.8
739	68.6
740	66.2
741	61.5
742	54
743	44.9
744	39.2
745	39
746	40.7
747	43.3
748	44.8
749	46.4
750	46.1
751	45.1
752	44.8
753	47.2
754	49.9
755	52.1
756	54.2
757	54.7
758	56.5
759	59.6
760	61.6
761	61
762	60.9
763	62.9
764	64.5
765	66.3
766	68.7
767	71
768	74
769	77.3
770	80.6
771	83.6
772	86.9
773	88.2
774	88.5
775	90.3
776	92.3
777	93.2
778	93.6
779	93.8
780	93.6
781	92.7
782	91.5
783	89.8
784	88.5
785	88.3
786	85.9
787	85.9
788	85.9
789	85.9
790	86.6
791	88.1
792	89.6
793	91.9
794	93.4
795	92.6
796	93.4
797	92.6
798	92.6
799	91.9
800	92.6
801	93.4
802	93.4
803	93.4
804	92.6
805	89.6
806	88.1
807	85.1
808	83.6
809	81.3
810	78.3
811	77.6
812	71.5
813	67
814	62.5
815	60.2
816	57.2
817	56.5
818	57.2
819	57.2
820	55.7
821	54.2
822	53.5
823	55
824	57.2
825	59.5
826	59.5
827	60.2
828	61.8
829	63.3
830	65.5
831	67
832	68.5
833	70.8
834	73.1
835	73.1
836	74.6
837	77.6
838	81.3
839	83.6
840	85.9
841	88.9
842	91.9
843	94.1
844	96.4
845	98.7
846	100.9
847	103.2
848	104.7
849	106.2
850	107.7
851	108.4
852	108.4
853	109.2
854	110
855	109.2
856	109.2
857	110
858	110.7
859	110
860	110.7
861	110.7
862	111.5
863	110.7
864	111.5
865	110.7
866	110
867	110
868	108.4
869	106.9
870	106.2
871	105.4
872	103.9
873	104.4	----> Sub-Cycle: Road 5
874	104.4
875	104.4
876	104.4
877	104.4
878	103.7
879	103.7
880	103.1
881	102.4
882	100.3
883	99.6
884	98.2
885	98.2
886	98.2
887	96.8
888	96.1
889	96.1
890	95.4
891	94.7
892	94
893	94
894	93.3
895	93.3
896	91.9
897	90.5
898	88.4
899	86.3
900	84.3
901	84.3
902	84.3
903	84.3
904	84.3
905	84.9
906	84.9
907	83.6
908	83.6
909	84.3
910	84.3
911	84.9
912	85.6
913	86.3
914	86.3
915	84.9
916	82.9
917	83.6
918	84.3
919	83.6
920	82.9
921	84.3
922	85.6
923	87
924	88.4
925	88.4
926	89.1
927	89.8
928	89.8
929	90.5
930	89.1
931	89.1
932	88.4
933	85.6
934	83.6
935	82.9
936	82.2
937	81.5
938	81.5
939	81.5
940	80.1
941	79.4
942	79.4
943	78.7
944	77.3
945	78
946	78
947	78.7
948	78.7
949	80.1
950	80.8
951	80.1
952	80.1
953	80.1
954	80.8
955	80.1
956	79.4
957	80.1
958	78.7
959	80.1
960	79.4
961	79.4
962	80.1
963	80.1	----> End of the Road Part of the Cycle
964	80.1	----> Post-Cycle (road and urban conditions)
965	80.6
966	80.6
967	79.9
968	79.9
969	80.6
970	80.6
971	82.8
972	83.5
973	85
974	85.7
975	85.7
976	86.4
977	86.4
978	86.4
979	85
980	84.2
981	83.5
982	82.1
983	82.1
984	81.4
985	80.6
986	80.6
987	79.9
988	79.9
989	79.2
990	78.5
991	78.5
992	78.5
993	77.8
994	76.3
995	74.2
996	70.6
997	69.8
998	69.1
999	63.4
1000	56.9
1001	46.8
1002	41
1003	34.6
1004	32.4
1005	35.3
1006	38.2
1007	42.5
1008	46.1
1009	49.7
1010	52.6
1011	55.4
1012	56.2
1013	56.9
1014	58.3
1015	58.3
1016	59
1017	60.5
1018	61.2
1019	60.5
1020	60.5
1021	57.6
1022	56.2
1023	56.2
1024	54.7
1025	56.9
1026	57.6
1027	59.8
1028	59.8
1029	58.3
1030	58.3
1031	57.6
1032	56.2
1033	54
1034	49
1035	45.4
1036	43.9
1037	42.5
1038	39.6
1039	39.6
1040	40.3
1041	40.3
1042	40.3
1043	41
1044	45.4
1045	47.5
1046	50.4
1047	51.1
1048	52.6
1049	54
1050	53.3
1051	51.8
1052	49.7
1053	49.7
1054	48.2
1055	46.1
1056	40.3
1057	31.7
1058	22.3
1059	18.7
1060	14.4
1061	10.8
1062	11.5
1063	14.4
1064	18.7
1065	26.6
1066	33.1
1067	38.2
1068	38.9
1069	38.2
1070	35.3
1071	31.7
1072	23
1073	13
1074	7.9
1075	4.3
1076	2.9
1077	0.7
1078	0
1079	0
1080	0
1081	0
1082	0	----> End of the Cycle
